VIN (1-10),City,Model Year,Make,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Electric Utility
5YJ3E1EA1K,Redmond,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE6P,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA7R,Bellevue,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJYGAEE5M,Redmond,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCDE27J,Camas,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAYGDEF4P,Kingston,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA3J,Camas,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1GYKPNRL1S,Redmond,2025,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1BV5N,Seattle,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKARFP4H,Bainbridge Island,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,PUGET SOUND ENERGY INC
1N4BZ1CP9K,Vancouver,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
3FMTK4SEXP,Bremerton,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
YV4H60DL9R,Kirkland,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDADFS59R,Kirkland,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ0CP1D,Seattle,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE8P,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RB6S56H,Kirkland,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJKKCFZ2R,Bellevue,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FY6S06P,Bothell,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EAXR,Renton,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0CK3M,Kent,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMUKEDSB1S,Kirkland,2025,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMABABA4P,Kelso,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
JTMAB3FV9R,Vancouver,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1N4AZ1CP8K,Kirkland,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA5R,Woodinville,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGAEEXP,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC8R,Kirkland,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDAFFS58R,Redmond,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC0R,Seattle,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB0R,Bellevue,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVGKMPE24N,Vancouver,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1N4AZ1CV8M,Olympia,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
7PDSGABA8P,Auburn,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8KNDAF3P,Issaquah,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE5R,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUTPBFF0H,Kirkland,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ0CP5D,Bellevue,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8KRDAF0P,Bellevue,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1BCBFZ4P,Bellevue,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMAB3FV0R,Ridgefield,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJ3E1EA1R,Bellevue,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCAE21H,Bothell,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
ZACPDFDW2R,Olympia,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,PUGET SOUND ENERGY INC
5UX43EU07R,Seattle,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE4R,La Center,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WP0BA2Y18M,Seattle,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEEXP,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4BZ1CP1K,Kirkland,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB9M,Bellevue,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC7R,Kirkland,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E22K,Seattle,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB6K,Kirkland,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKN3DP1C,Seattle,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE0N,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGAEE9R,Redmond,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA7M,Seattle,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGAEE0S,Lynnwood,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5UXTA6C00P,Kirkland,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE5S,Bellevue,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1CP9J,Seattle,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YSMED3KA3P,Kirkland,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JA3215H18C,Bellevue,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA6N,Kirkland,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7G2CEHED8R,Bellevue,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KL8CL6S03G,Vancouver,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1C4JJXR62N,Vancouver,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJ3E1EA7J,Bothell,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC5R,Kent,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UX43EU04R,Newcastle,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FY6S07L,Moxee,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,0.0,PACIFICORP
3GN7DLRR4R,Oak Harbor,2024,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJYGAEE9M,Issaquah,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA1R,Kent,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8K23AG8P,Kirkland,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGAEE5P,Sammamish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ0CP6D,Vancouver,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJ3E1EB6J,Bothell,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVGRMPE27M,Seattle,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4AZ1BV7N,Vancouver,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1FADP5CU8G,Rainier,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,PUGET SOUND ENERGY INC
WBY73AW09P,Shoreline,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJYGDEE4M,Bainbridge Island,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5UX43EU04S,Vancouver,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7FCTGBAA0P,Seattle,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA4J,Kirkland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1V2WNPE82P,Shoreline,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB8S,Yakima,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PACIFICORP
2C4RC1N72L,Vancouver,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1C4JJXR6XP,Vancouver,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WB523CF0XS,Seattle,2025,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA0J,Lake Stevens,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC
7PDSGABA4R,Bellevue,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WB523CF09S,Redmond,2025,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE4R,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE1R,Kirkland,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE5P,Sammamish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJYGDEE3L,Des Moines,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE5R,Sammamish,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA6M,Newcastle,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGAEE8N,Bothell,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
7SAYGDEE0P,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB9N,Poulsbo,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
1V25MPE81P,Bellevue,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA1P,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0DL5M,Woodinville,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4CZ1CV9S,Redmond,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1GKB0NDE3R,Bellevue,2024,GMC,HUMMER EV SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8KRDDF6R,Seattle,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK4SE6P,Oak Harbor,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
1N4AZ0CP3F,Seattle,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCAE23J,Redmond,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB6J,Port Townsend,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
1FADP5CU1F,Vancouver,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAYGDEE7P,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY43AW05R,Bellevue,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E24G,Redmond,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FZ6S02P,Vancouver,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1FX6S09H,Woodland,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1C4JJXP65P,Tukwila,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEFXP,Bainbridge Island,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJSA1E26H,Vancouver,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1V2WNPE88P,Seattle,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEF3P,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDED5R,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
